   Vx       Vy       Vz      |V|    
-488.94   32.78    -33.44   491.18 
-491.52   28.99    -28.56   493.20 
-491.16   27.86    -29.72   492.85 
-490.79   26.74    -30.87   492.49 
-490.43   25.61    -32.03   492.14 
-490.07   24.49    -33.19   491.80 
-489.89   24.05    -33.66   491.63 
-489.72   23.61    -34.13   491.48 
-489.54   23.17    -34.60   491.31 
-489.37   22.73    -35.07   491.15 
-489.37   22.73    -35.07   491.15 
-489.37   22.73    -35.07   491.15 
-489.37   22.73    -35.07   491.15 
-489.97   24.98    -31.19   491.60 
-489.97   24.98    -31.19   491.60 
-489.97   24.98    -31.19   491.60 
-489.97   24.98    -31.19   491.60 
-490.98   22.77    -34.74   492.73 
-491.07   23.49    -32.71   492.72 
-491.15   24.21    -30.69   492.70 
-491.24   24.93    -28.67   492.71 
-491.33   25.65    -26.65   492.72 
-491.19   24.28    -27.99   492.59 
-491.05   22.91    -29.33   492.46 
-490.92   21.54    -30.66   492.35 
-490.78   20.17    -32.00   492.24 
-489.85   20.94    -32.34   491.36 
-488.92   21.72    -32.68   490.49 
-487.99   22.49    -33.02   489.62 
-487.05   23.26    -33.35   488.74 
-487.05   23.26    -33.35   488.74 
-487.05   23.26    -33.35   488.74 
-487.05   23.26    -33.35   488.74 
-489.22   26.42    -26.29   490.64 
-489.22   26.42    -26.29   490.64 
-489.22   26.42    -26.29   490.64 
-489.22   26.42    -26.29   490.64 
-490.23   20.01    -31.69   491.66 
-490.23   20.01    -31.69   491.66 
-490.23   20.01    -31.69   491.66 
-490.23   20.01    -31.69   491.66 
-492.15   25.53    -27.93   493.60 
-491.64   23.99    -29.46   493.11 
-491.14   22.45    -31.00   492.63 
-490.64   20.92    -32.53   492.16 
-490.13   19.38    -34.07   491.69 
-489.58   18.91    -34.84   491.18 
-489.03   18.43    -35.61   490.67 
-488.47   17.96    -36.39   490.15 
-487.92   17.48    -37.16   489.65 
-487.67   18.64    -35.61   489.32 
-487.43   19.79    -34.07   489.02 
-487.18   20.94    -32.52   488.71 
-486.94   22.09    -30.97   488.42 
-486.94   22.09    -30.97   488.42 
-486.94   22.09    -30.97   488.42 
-486.94   22.09    -30.97   488.42 
-488.72   20.13    -34.38   490.34 
-488.35   21.56    -32.25   489.89 
-487.97   22.99    -30.13   489.44 
-487.60   24.42    -28.01   489.01 
-487.22   25.85    -25.88   488.59 
-487.22   25.85    -25.88   488.59 
-487.22   25.85    -25.88   488.59 
-487.22   25.85    -25.88   488.59 
-488.69   20.99    -34.79   490.38 
-488.69   20.99    -34.79   490.38 
-488.69   20.99    -34.79   490.38 
-488.69   20.99    -34.79   490.38 
-490.56   17.54    -37.39   492.30 
-490.61   18.74    -35.66   492.26 
-490.66   19.93    -33.93   492.24 
-490.71   21.13    -32.19   492.22 
-490.77   22.33    -30.46   492.22 
-490.77   22.33    -30.46   492.22 
-490.77   22.33    -30.46   492.22 
-490.77   22.33    -30.46   492.22 
-490.87   20.47    -33.47   492.44 
-490.65   21.56    -33.59   492.27 
-490.44   22.65    -33.72   492.12 
-490.23   23.74    -33.84   491.97 
-490.02   24.82    -33.97   491.82 
-490.02   24.82    -33.97   491.82 
-490.02   24.82    -33.97   491.82 
-490.02   24.82    -33.97   491.82 
-519.14   -5.37    -40.78   520.77 
-516.23   -2.91    -38.90   517.70 
-513.32   -0.45    -37.03   514.65 
-510.41    2.02    -35.15   511.62 
-507.50    4.48    -33.28   508.61 
-504.59    6.94    -31.40   505.61 
-501.67    9.40    -29.53   502.63 
-498.76   11.87    -27.66   499.67 
-495.85   14.33    -25.78   496.73 
-494.90   14.50    -28.19   495.91 
-493.94   14.67    -30.61   495.10 
-492.98   14.84    -33.02   494.31 
-492.03   15.01    -35.44   493.53 
-492.03   15.01    -35.44   493.53 
-492.03   15.01    -35.44   493.53 
-492.03   15.01    -35.44   493.53 
-493.96   12.03    -28.95   494.95 
-493.56   11.14    -27.85   494.47 
-493.15   10.25    -26.75   493.98 
-492.75    9.35    -25.66   493.51 
-492.35    8.46    -24.56   493.03 
-492.35    8.46    -24.56   493.03 
-492.35    8.46    -24.56   493.03 
-492.35    8.46    -24.56   493.03 
-497.14    3.60    -31.20   498.13 
-497.14    3.60    -31.20   498.13 
-497.14    3.60    -31.20   498.13 
-497.14    3.60    -31.20   498.13 
-501.43   -0.25    -23.98   502.00 
-501.43   -0.25    -23.98   502.00 
-501.43   -0.25    -23.98   502.00 
-501.43   -0.25    -23.98   502.00 
-507.64   -6.51    -26.74   508.39 
-501.98   -1.25    -28.38   502.78 
-496.32    4.01    -30.03   497.24 
-490.67    9.27    -31.67   491.78 
-485.01   14.53    -33.32   486.37 
-485.01   14.53    -33.32   486.37 
-485.01   14.53    -33.32   486.37 
-485.01   14.53    -33.32   486.37 
-486.09   17.10    -26.69   487.12 
-486.10   15.97    -26.96   487.11 
-486.11   14.84    -27.23   487.10 
-486.13   13.71    -27.50   487.10 
-486.14   12.58    -27.76   487.09 
-486.14   12.58    -27.76   487.09 
-486.14   12.58    -27.76   487.09 
-486.14   12.58    -27.76   487.09 
-486.57   13.32    -21.62   487.23 
-486.29   12.82    -22.79   486.99 
-486.02   12.33    -23.97   486.77 
-485.75   11.83    -25.15   486.54 
-485.48   11.34    -26.33   486.33 
-485.48   11.34    -26.33   486.33 
-485.48   11.34    -26.33   486.33 
-485.48   11.34    -26.33   486.33 
-488.57   13.12    -33.02   489.86 
-488.57   13.12    -33.02   489.86 
-488.57   13.12    -33.02   489.86 
-488.57   13.12    -33.02   489.86 
-493.28   15.85    -28.69   494.37 
-493.28   15.85    -28.69   494.37 
-493.28   15.85    -28.69   494.37 
-493.28   15.85    -28.69   494.37 
-497.56   -3.38    -29.19   498.43 
-497.56   -3.38    -29.19   498.43 
-497.56   -3.38    -29.19   498.43 
-497.56   -3.38    -29.19   498.43 
-506.46    1.05    -27.55   507.21 
-504.64    2.07    -28.15   505.43 
-502.83    3.10    -28.75   503.66 
-501.02    4.13    -29.35   501.90 
-499.20    5.16    -29.95   500.12 
-499.20    5.16    -29.95   500.12 
-499.20    5.16    -29.95   500.12 
-499.20    5.16    -29.95   500.12 
-500.06   -2.38    -32.05   501.09 
-498.17    0.79    -30.19   499.08 
-496.28    3.97    -28.34   497.10 
-494.39    7.15    -26.48   495.15 
-492.50   10.32    -24.62   493.22 
-491.70   10.30    -25.51   492.47 
-490.90   10.29    -26.40   491.72 
-490.10   10.27    -27.29   490.97 
-489.30   10.25    -28.18   490.22 
-489.30   10.25    -28.18   490.22 
-489.30   10.25    -28.18   490.22 
-489.30   10.25    -28.18   490.22 
-493.99   10.67    -29.86   495.01 
-493.66    9.41    -28.89   494.59 
-493.33    8.15    -27.91   494.19 
-493.00    6.89    -26.93   493.78 
-492.67    5.63    -25.95   493.39 
-492.67    5.63    -25.95   493.39 
-492.67    5.63    -25.95   493.39 
-492.67    5.63    -25.95   493.39 
-499.28    3.49    -32.57   500.35 
-499.28    3.49    -32.57   500.35 
-499.28    3.49    -32.57   500.35 
-499.28    3.49    -32.57   500.35 
-500.95    0.14    -23.23   501.49 
-500.12    1.66    -24.41   500.72 
-499.30    3.18    -25.59   499.97 
-498.47    4.70    -26.78   499.21 
-497.65    6.22    -27.96   498.47 
-497.65    6.22    -27.96   498.47 
-497.65    6.22    -27.96   498.47 
-497.65    6.22    -27.96   498.47 
-498.75    6.86    -24.39   499.39 
-498.75    6.86    -24.39   499.39 
-498.75    6.86    -24.39   499.39 
-498.75    6.86    -24.39   499.39 
-500.75   10.09    -32.77   501.92 
-500.75   10.09    -32.77   501.92 
-500.75   10.09    -32.77   501.92 
-500.75   10.09    -32.77   501.92 
-503.89    5.23    -32.26   504.95 
-503.89    5.23    -32.26   504.95 
-503.89    5.23    -32.26   504.95 
-503.89    5.23    -32.26   504.95 
-503.87    6.23    -29.82   504.79 
-503.70    5.04    -31.19   504.69 
-503.52    3.85    -32.56   504.59 
-503.35    2.65    -33.93   504.50 
-509.24    2.14    -43.04   511.06 
-507.73    1.97    -41.11   509.40 
-506.21    1.80    -39.17   507.73 
-504.69    1.63    -37.24   506.06 
-503.17    1.46    -35.30   504.41 
-501.65    1.29    -33.37   502.76 
-500.14    1.12    -31.43   501.13 
-498.62    0.95    -29.50   499.49 
-497.10    0.78    -27.56   497.86 
-497.10    0.78    -27.56   497.86 
-497.10    0.78    -27.56   497.86 
-497.10    0.78    -27.56   497.86 
-502.33    3.94    -31.64   503.34 
-501.18    4.22    -31.33   502.18 
-500.04    4.51    -31.02   501.02 
-498.90    4.79    -30.72   499.87 
-497.75    5.08    -30.41   498.70 
-497.68    5.18    -30.76   498.66 
-497.62    5.29    -31.10   498.62 
-497.55    5.39    -31.45   498.57 
-497.48    5.50    -31.79   498.53 
-497.48    5.50    -31.79   498.53 
-497.48    5.50    -31.79   498.53 
-497.48    5.50    -31.79   498.53 
-502.91    0.82    -30.39   503.83 
-502.78    1.94    -28.51   503.59 
-502.64    3.07    -26.64   503.35 
-502.51    4.19    -24.77   503.14 
-502.38    5.31    -22.90   502.93 
-502.04    3.49    -23.84   502.62 
-501.71    1.67    -24.78   502.32 
-501.37   -0.16    -25.73   502.03 
-501.04   -1.98    -26.67   501.75 
-501.04   -1.98    -26.67   501.75 
-501.04   -1.98    -26.67   501.75 
-501.04   -1.98    -26.67   501.75 
-504.52    7.44    -22.12   505.06 
-504.52    7.44    -22.12   505.06 
-504.52    7.44    -22.12   505.06 
-504.52    7.44    -22.12   505.06 
-504.62    0.69    -29.69   505.49 
-504.62    0.69    -29.69   505.49 
-504.62    0.69    -29.69   505.49 
-504.62    0.69    -29.69   505.49 
-505.56   -5.36    -37.48   506.98 
-504.97   -2.37    -35.37   506.21 
-504.38    0.63    -33.26   505.48 
-503.79    3.62    -31.15   504.77 
-503.19    6.62    -29.04   504.07 
-501.06    7.08    -29.17   501.96 
-498.92    7.54    -29.29   499.84 
-496.78    8.00    -29.42   497.71 
-494.64    8.46    -29.54   495.59 
-494.64    8.46    -29.54   495.59 
-494.64    8.46    -29.54   495.59 
-494.64    8.46    -29.54   495.59 
-505.83    9.82    -24.11   506.50 
-504.71   10.62    -24.46   505.41 
-503.59   11.42    -24.81   504.33 
-502.48   12.22    -25.15   503.26 
-501.36   13.02    -25.50   502.18 
-500.44   10.57    -27.06   501.28 
-499.52    8.13    -28.62   500.41 
-498.60    5.68    -30.18   499.54 
-497.68    3.24    -31.73   498.70 
-497.13    3.10    -28.92   497.98 
-496.58    2.95    -26.10   497.27 
-496.03    2.81    -23.28   496.58 
-495.48    2.67    -20.46   495.91 
-495.48    2.67    -20.46   495.91 
-495.48    2.67    -20.46   495.91 
-495.48    2.67    -20.46   495.91 
-494.36   10.49    -38.19   495.94 
-494.05    9.75    -34.91   495.38 
-493.75    9.01    -31.62   494.84 
-493.44    8.27    -28.34   494.32 
-493.14    7.53    -25.05   493.83 
-492.72    7.11    -24.03   493.36 
-492.30    6.69    -23.00   492.88 
-491.88    6.27    -21.97   492.41 
-491.47    5.85    -20.95   491.95 
-491.47    5.85    -20.95   491.95 
-491.47    5.85    -20.95   491.95 
-491.47    5.85    -20.95   491.95 
-491.72    2.12    -31.47   492.73 
-490.59    2.57    -29.56   491.49 
-489.47    3.02    -27.65   490.26 
-488.35    3.48    -25.75   489.04 
-487.23    3.93    -23.84   487.83 
-486.90    1.88    -26.38   487.62 
-486.57   -0.16    -28.92   487.43 
-486.24   -2.21    -31.46   487.26 
-485.92   -4.25    -34.00   487.13 
-485.92   -4.25    -34.00   487.13 
-485.92   -4.25    -34.00   487.13 
-485.92   -4.25    -34.00   487.13 
-491.41    0.94    -30.07   492.33 
-491.36    1.43    -28.64   492.20 
-491.31    1.91    -27.22   492.07 
-491.26    2.39    -25.80   491.94 
-491.21    2.87    -24.37   491.82 
-491.21    2.87    -24.37   491.82 
-491.21    2.87    -24.37   491.82 
-491.21    2.87    -24.37   491.82 
-494.58   -3.54    -28.64   495.42 
-494.58   -3.54    -28.64   495.42 
-494.58   -3.54    -28.64   495.42 
-494.58   -3.54    -28.64   495.42 
-495.46    2.07    -24.69   496.08 
-494.19    2.50    -26.62   494.91 
-492.93    2.94    -28.55   493.76 
-491.66    3.37    -30.47   492.61 
-490.39    3.81    -32.40   491.47 
-490.17    3.53    -32.29   491.25 
-489.95    3.24    -32.17   491.02 
-489.73    2.96    -32.05   490.79 
-489.50    2.67    -31.93   490.55 
-489.50    2.67    -31.93   490.55 
-489.50    2.67    -31.93   490.55 
-489.50    2.67    -31.93   490.55 
-491.78    9.88    -27.84   492.67 
-491.78    9.88    -27.84   492.67 
-491.78    9.88    -27.84   492.67 
-491.78    9.88    -27.84   492.67 
-497.75   20.40    -21.22   498.62 
-496.41   17.90    -21.60   497.20 
-495.07   15.39    -21.98   495.80 
-493.74   12.89    -22.36   494.41 
-492.40   10.39    -22.74   493.03 
-491.06    7.88    -23.11   491.67 
-489.72    5.38    -23.49   490.31 
-488.38    2.87    -23.87   488.97 
-487.04    0.37    -24.25   487.64 
-487.04    0.37    -24.25   487.64 
-487.04    0.37    -24.25   487.64 
-487.04    0.37    -24.25   487.64 
-492.18   -3.84    -26.21   492.89 
-491.82   -1.67    -26.15   492.52 
-491.46    0.50    -26.09   492.15 
-491.11    2.67    -26.04   491.81 
-490.75    4.84    -25.98   491.46 
-490.54    4.49    -27.08   491.31 
-490.32    4.14    -28.18   491.15 
-490.11    3.78    -29.28   491.00 
-489.90    3.43    -30.38   490.85 
-487.45    5.57    -28.31   488.30 
-485.00    7.72    -26.23   485.77 
-482.55    9.87    -24.15   483.25 
-480.10   12.01    -22.08   480.76 
-480.10   12.01    -22.08   480.76 
-480.10   12.01    -22.08   480.76 
-480.10   12.01    -22.08   480.76 
-495.45    3.29    -37.74   496.90 
-489.42    7.56    -38.78   491.01 
-483.40   11.84    -39.82   485.18 
-477.38   16.11    -40.86   479.40 
-471.36   20.39    -41.90   473.66 
-471.36   20.39    -41.90   473.66 
-471.36   20.39    -41.90   473.66 
-471.36   20.39    -41.90   473.66 
-472.91   21.40    -37.29   474.86 
-472.91   21.40    -37.29   474.86 
-472.91   21.40    -37.29   474.86 
-472.91   21.40    -37.29   474.86 
-480.89    5.32    -43.00   482.84 
-480.89    5.32    -43.00   482.84 
-480.89    5.32    -43.00   482.84 
-480.89    5.32    -43.00   482.84 
-490.76    3.01    -40.43   492.43 
-490.34    3.40    -40.78   492.04 
-489.92    3.79    -41.14   491.66 
-489.50    4.17    -41.49   491.27 
-489.08    4.56    -41.85   490.89 
-489.08    4.56    -41.85   490.89 
-489.08    4.56    -41.85   490.89 
-489.08    4.56    -41.85   490.89 
-490.81    6.74    -36.81   492.23 
-489.98    8.91    -34.22   491.25 
-489.15   11.08    -31.63   490.30 
-488.31   13.25    -29.04   489.35 
-487.48   15.41    -26.45   488.44 
-485.94   15.48    -27.06   486.94 
-484.40   15.55    -27.66   485.44 
-482.85   15.61    -28.26   483.93 
-481.31   15.68    -28.87   482.43 
-479.86   15.28    -30.02   481.04 
-478.40   14.88    -31.17   479.65 
-476.94   14.48    -32.32   478.25 
-475.49   14.09    -33.47   476.87 
-473.25   18.15    -30.65   474.59 
-471.02   22.21    -27.83   472.36 
-468.78   26.27    -25.00   470.18 
-466.54   30.33    -22.18   468.05 
-466.54   30.33    -22.18   468.05 
-466.54   30.33    -22.18   468.05 
-466.54   30.33    -22.18   468.05 
-474.02   23.63    -29.41   475.52 
-474.02   23.63    -29.41   475.52 
-474.02   23.63    -29.41   475.52 
-474.02   23.63    -29.41   475.52 
-479.24   22.15    -25.08   480.41 
-479.24   22.15    -25.08   480.41 
-479.24   22.15    -25.08   480.41 
-479.24   22.15    -25.08   480.41 
-485.25    3.55    -33.58   486.42 
-485.25    3.55    -33.58   486.42 
-485.25    3.55    -33.58   486.42 
-485.25    3.55    -33.58   486.42 
-487.66    0.95    -36.40   489.02 
-487.66    0.95    -36.40   489.02 
-487.66    0.95    -36.40   489.02 
-487.66    0.95    -36.40   489.02 
-488.35   -1.13    -26.81   489.09 
-487.21    0.36    -27.69   488.00 
-486.07    1.85    -28.56   486.91 
-484.93    3.33    -29.44   485.83 
-483.79    4.82    -30.32   484.76 
-483.79    4.82    -30.32   484.76 
-483.79    4.82    -30.32   484.76 
-483.79    4.82    -30.32   484.76 
-489.30    9.10    -32.81   490.48 
-488.89    8.75    -33.05   490.08 
-488.47    8.40    -33.28   489.67 
-488.06    8.05    -33.52   489.28 
-487.65    7.70    -33.76   488.88 
-487.65    7.70    -33.76   488.88 
-487.65    7.70    -33.76   488.88 
-487.65    7.70    -33.76   488.88 
-492.13    2.95    -36.30   493.48 
-492.13    2.95    -36.30   493.48 
-492.13    2.95    -36.30   493.48 
-492.13    2.95    -36.30   493.48 
-493.52    8.59    -31.03   494.57 
-493.52    8.59    -31.03   494.57 
-493.52    8.59    -31.03   494.57 
-493.52    8.59    -31.03   494.57 
-494.58    6.62    -34.54   495.83 
-494.12    8.81    -34.04   495.37 
-493.66   10.99    -33.54   494.92 
-493.19   13.18    -33.04   494.47 
-492.73   15.37    -32.54   494.04 
-492.73   15.37    -32.54   494.04 
-492.73   15.37    -32.54   494.04 
-492.73   15.37    -32.54   494.04 
-496.20    6.39    -32.12   497.28 
-496.18    6.24    -31.59   497.22 
-496.16    6.10    -31.07   497.17 
-496.14    5.95    -30.55   497.12 
-496.91    2.24    -27.97   497.70 
-496.71    3.13    -28.49   497.54 
-496.51    4.02    -29.00   497.37 
-496.32    4.91    -29.52   497.22 
-496.12    5.80    -30.03   497.06 
-495.93    6.69    -30.54   496.91 
-495.73    7.58    -31.06   496.76 
-495.54    8.47    -31.57   496.62 
-495.34    9.36    -32.09   496.47 
-495.34    9.36    -32.09   496.47 
-495.34    9.36    -32.09   496.47 
-495.34    9.36    -32.09   496.47 
-497.37    7.62    -31.85   498.45 
-497.37    7.62    -31.85   498.45 
-497.37    7.62    -31.85   498.45 
-497.37    7.62    -31.85   498.45 
-497.98   11.71    -31.53   499.11 
-497.87   11.02    -32.03   499.02 
-497.76   10.34    -32.52   498.93 
-497.65    9.65    -33.02   498.84 
-497.55    8.96    -33.51   498.76 
-496.70   10.48    -31.76   497.82 
-495.84   12.00    -30.02   496.89 
-494.99   13.53    -28.27   495.98 
-494.14   15.05    -26.52   495.08 
-493.39   12.65    -28.26   494.36 
-492.64   10.25    -30.01   493.66 
-491.89    7.84    -31.75   492.98 
-491.14    5.44    -33.50   492.31 
-491.14    5.44    -33.50   492.31 
-491.14    5.44    -33.50   492.31 
-491.14    5.44    -33.50   492.31 
-498.04    5.93    -32.54   499.14 
-498.04    5.93    -32.54   499.14 
-498.04    5.93    -32.54   499.14 
-498.04    5.93    -32.54   499.14 
-498.40    8.91    -29.47   499.35 
-497.65    8.99    -30.26   498.65 
-496.91    9.07    -31.06   497.96 
-496.16    9.15    -31.86   497.27 
-495.41    9.23    -32.65   496.57 
-495.41    9.23    -32.65   496.57 
-495.41    9.23    -32.65   496.57 
-495.41    9.23    -32.65   496.57 
-497.60   13.81    -27.73   498.56 
-496.59   12.93    -27.95   497.54 
-495.58   12.05    -28.18   496.53 
-494.57   11.17    -28.41   495.51 
-493.57   10.29    -28.63   494.51 
-493.12   10.06    -29.42   494.10 
-492.67    9.83    -30.20   493.69 
-492.23    9.60    -30.98   493.30 
-491.78    9.37    -31.77   492.89 
-491.78    9.37    -31.77   492.89 
-491.78    9.37    -31.77   492.89 
-491.78    9.37    -31.77   492.89 
-493.43   13.18    -27.03   494.35 
-493.43   13.18    -27.03   494.35 
-493.43   13.18    -27.03   494.35 
-493.43   13.18    -27.03   494.35 
-494.45    8.94    -31.31   495.52 
-493.48   10.22    -30.41   494.52 
-492.51   11.49    -29.51   493.53 
-491.54   12.76    -28.61   492.54 
-490.57   14.03    -27.70   491.55 
-490.57   14.03    -27.70   491.55 
-490.57   14.03    -27.70   491.55 
-490.57   14.03    -27.70   491.55 
-491.93    7.60    -29.83   492.89 
-491.93    7.60    -29.83   492.89 
-491.93    7.60    -29.83   492.89 
-491.93    7.60    -29.83   492.89 
-496.21    3.79    -32.49   497.29 
-495.34    5.35    -30.71   496.32 
-494.48    6.92    -28.93   495.37 
-493.61    8.49    -27.16   494.43 
-492.75   10.06    -25.38   493.51 
-492.65    9.47    -26.55   493.46 
-492.56    8.89    -27.73   493.42 
-492.46    8.31    -28.90   493.38 
-492.37    7.72    -30.07   493.35 
-492.37    7.72    -30.07   493.35 
-492.37    7.72    -30.07   493.35 
-492.37    7.72    -30.07   493.35 
-493.90   10.56    -25.69   494.68 
-493.75    9.69    -26.84   494.57 
-493.60    8.81    -27.99   494.47 
-493.45    7.93    -29.14   494.37 
-493.30    7.06    -30.29   494.28 
-492.86    6.75    -30.60   493.86 
-492.41    6.44    -30.91   493.42 
-491.97    6.14    -31.22   493.00 
-491.53    5.83    -31.53   492.57 
-491.53    5.83    -31.53   492.57 
-491.53    5.83    -31.53   492.57 
-491.53    5.83    -31.53   492.57 
-495.09    9.72    -27.62   495.96 
-495.09    9.72    -27.62   495.96 
-495.09    9.72    -27.62   495.96 
-495.09    9.72    -27.62   495.96 
-496.83    3.74    -28.27   497.65 
-496.83    3.74    -28.27   497.65 
-496.83    3.74    -28.27   497.65 
-496.83    3.74    -28.27   497.65 
-499.84    6.43    -24.62   500.49 
-499.57    5.73    -24.78   500.22 
-499.30    5.03    -24.95   499.95 
-499.03    4.33    -25.11   499.68 
-498.76    3.63    -25.28   499.41 
-498.76    3.63    -25.28   499.41 
-498.76    3.63    -25.28   499.41 
-498.76    3.63    -25.28   499.41 
-498.72    3.62    -29.02   499.58 
-498.72    3.62    -29.02   499.58 
-498.72    3.62    -29.02   499.58 
-498.72    3.62    -29.02   499.58 
-500.13    5.48    -20.28   500.57 
-500.13    5.48    -20.28   500.57 
-500.13    5.48    -20.28   500.57 
-500.13    5.48    -20.28   500.57 
-500.51    0.63    -23.92   501.08 
-500.06    0.87    -23.64   500.62 
-499.61    1.10    -23.35   500.16 
-499.17    1.34    -23.07   499.70 
-500.18    5.08    -17.40   500.51 
-499.81    4.20    -18.74   500.18 
-499.45    3.32    -20.09   499.86 
-499.08    2.45    -21.44   499.55 
-498.72    1.57    -22.79   499.24 
-498.35    0.70    -24.14   498.93 
-497.99   -0.18    -25.48   498.64 
-497.62   -1.06    -26.83   498.34 
-497.26   -1.93    -28.18   498.06 
-496.80   -0.92    -26.83   497.52 
-496.33    0.09    -25.47   496.98 
-495.87    1.09    -24.12   496.46 
-495.41    2.10    -22.77   495.94 
-495.41    2.10    -22.77   495.94 
-495.41    2.10    -22.77   495.94 
-495.41    2.10    -22.77   495.94 
-496.10   -2.24    -27.32   496.86 
-496.10   -2.24    -27.32   496.86 
-496.10   -2.24    -27.32   496.86 
-496.10   -2.24    -27.32   496.86 
-497.08   -3.14    -32.55   498.15 
-496.40   -2.15    -30.69   497.35 
-495.73   -1.16    -28.82   496.57 
-495.05   -0.16    -26.96   495.78 
-494.37    0.83    -25.09   495.01 
-494.37    0.83    -25.09   495.01 
-494.37    0.83    -25.09   495.01 
-494.37    0.83    -25.09   495.01 
-497.96   -4.23    -29.47   498.85 
-497.96   -4.23    -29.47   498.85 
-497.96   -4.23    -29.47   498.85 
-497.96   -4.23    -29.47   498.85 
-501.17    4.87    -30.95   502.15 
-500.07    3.18    -31.67   501.08 
-498.96    1.49    -32.40   500.01 
-497.85   -0.19    -33.12   498.95 
-496.74   -1.88    -33.85   497.90 
-496.74   -1.88    -33.85   497.90 
-496.74   -1.88    -33.85   497.90 
-496.74   -1.88    -33.85   497.90 
-500.43   -1.54    -35.49   501.69 
-499.70    0.77    -33.94   500.85 
-498.97    3.08    -32.38   500.03 
-498.25    5.39    -30.83   499.23 
-497.52    7.70    -29.27   498.44 
-496.98    6.71    -29.98   497.93 
-496.44    5.72    -30.68   497.42 
-495.90    4.73    -31.39   496.91 
-495.36    3.74    -32.09   496.41 
-495.36    3.74    -32.09   496.41 
-495.36    3.74    -32.09   496.41 
-495.36    3.74    -32.09   496.41 
-497.64    8.58    -27.83   498.49 
-496.46    6.66    -29.02   497.35 
-495.27    4.74    -30.21   496.21 
-494.08    2.82    -31.39   495.08 
-492.89    0.90    -32.58   493.97 
-492.58    0.63    -32.94   493.68 
-492.27    0.37    -33.30   493.40 
-491.95    0.11    -33.66   493.10 
-491.64   -0.16    -34.03   492.82 
-491.55    1.12    -32.45   492.62 
-491.45    2.40    -30.88   492.43 
-491.36    3.67    -29.31   492.25 
-491.27    4.95    -27.73   492.08 
-490.76    3.78    -28.31   491.59 
-490.25    2.62    -28.89   491.11 
-489.75    1.45    -29.47   490.64 
-489.24    0.29    -30.04   490.16 
-489.13    1.18    -29.48   490.02 
-489.03    2.07    -28.92   489.89 
-488.92    2.96    -28.36   489.75 
-488.82    3.85    -27.80   489.63 
-488.82    3.85    -27.80   489.63 
-488.82    3.85    -27.80   489.63 
-488.82    3.85    -27.80   489.63 
-489.61    2.22    -27.40   490.38 
-489.61    2.22    -27.40   490.38 
-489.61    2.22    -27.40   490.38 
-489.61    2.22    -27.40   490.38 
-491.71    2.16    -28.96   492.57 
-491.71    2.16    -28.96   492.57 
-491.71    2.16    -28.96   492.57 
-491.71    2.16    -28.96   492.57 
-493.46    5.91    -25.20   494.14 
-492.68    5.17    -25.95   493.39 
-491.91    4.43    -26.70   492.65 
-491.13    3.69    -27.44   491.91 
-490.36    2.94    -28.19   491.18 
-490.17    3.30    -28.12   490.99 
-489.99    3.66    -28.05   490.81 
-489.80    4.02    -27.99   490.62 
-489.62    4.38    -27.92   490.43 
-487.77    3.92    -26.79   488.52 
-485.93    3.46    -25.66   486.62 
-484.09    3.01    -24.53   484.72 
-482.24    2.55    -23.40   482.81 
-482.24    2.55    -23.40   482.81 
-482.24    2.55    -23.40   482.81 
-482.24    2.55    -23.40   482.81 
-490.23   -3.06    -35.57   491.53 
-490.23   -3.06    -35.57   491.53 
-490.23   -3.06    -35.57   491.53 
-490.23   -3.06    -35.57   491.53 
-493.45   -0.71    -32.42   494.51 
-493.22   -2.25    -33.43   494.36 
-492.98   -3.78    -34.45   494.20 
-492.74   -5.32    -35.46   494.04 
-492.51   -6.85    -36.48   493.91 
-492.51   -6.85    -36.48   493.91 
-492.51   -6.85    -36.48   493.91 
-492.51   -6.85    -36.48   493.91 
-492.72   -8.81    -35.54   494.08 
-492.45   -6.63    -34.44   493.70 
-492.19   -4.45    -33.34   493.34 
-491.93   -2.27    -32.23   492.99 
-491.66   -0.09    -31.13   492.64 
-491.66   -0.09    -31.13   492.64 
-491.66   -0.09    -31.13   492.64 
-491.66   -0.09    -31.13   492.64 
-491.54   -2.34    -33.18   492.66 
-491.54   -2.34    -33.18   492.66 
-491.54   -2.34    -33.18   492.66 
-491.54   -2.34    -33.18   492.66 
-495.83   -0.14    -26.81   496.55 
-494.84   -0.44    -27.58   495.61 
-493.85   -0.74    -28.34   494.66 
-492.86   -1.04    -29.11   493.72 
-491.88   -1.34    -29.87   492.79 
-490.89   -1.64    -30.64   491.85 
-489.90   -1.94    -31.41   490.91 
-488.91   -2.24    -32.17   489.97 
-487.92   -2.54    -32.94   489.04 
-487.92   -2.54    -32.94   489.04 
-487.92   -2.54    -32.94   489.04 
-487.92   -2.54    -32.94   489.04 
-489.28    2.26    -28.37   490.11 
-488.78    1.27    -28.43   489.61 
-488.28    0.28    -28.50   489.11 
-487.79   -0.72    -28.56   488.63 
-487.29   -1.71    -28.62   488.13 
-486.84    0.46    -27.61   487.62 
-486.40    2.62    -26.60   487.13 
-485.95    4.79    -25.59   486.65 
-485.51    6.95    -24.58   486.18 
-485.35    4.80    -25.42   486.04 
-485.20    2.65    -26.26   485.92 
-485.04    0.50    -27.11   485.80 
-484.89   -1.66    -27.95   485.70 
