   Vx       Vy       Vz      |V|    
-378.62   -16.00   31.60    380.27 
-378.62   -16.00   31.60    380.27 
-378.62   -16.00   31.60    380.27 
-378.62   -16.00   31.60    380.27 
-378.97   -15.33   28.15    380.32 
-378.97   -15.33   28.15    380.32 
-378.97   -15.33   28.15    380.32 
-378.97   -15.33   28.15    380.32 
-389.44   -17.73   33.56    391.29 
-389.44   -17.73   33.56    391.29 
-389.44   -17.73   33.56    391.29 
-389.44   -17.73   33.56    391.29 
-392.36   -16.38   27.50    393.66 
-390.37   -14.70   27.54    391.62 
-388.39   -13.03   27.58    389.59 
-386.40   -11.35   27.63    387.55 
-384.41   -9.67    27.67    385.53 
-384.41   -9.67    27.67    385.53 
-384.41   -9.67    27.67    385.53 
-384.41   -9.67    27.67    385.53 
-385.70   -14.52   26.53    386.88 
-385.70   -14.52   26.53    386.88 
-385.70   -14.52   26.53    386.88 
-385.70   -14.52   26.53    386.88 
-388.29   -12.97   24.37    389.27 
-386.91   -13.44   25.17    387.96 
-385.52   -13.92   25.96    386.64 
-384.14   -14.39   26.76    385.34 
-382.76   -14.86   27.55    384.04 
-382.25   -14.63   25.43    383.37 
-381.74   -14.39   23.31    382.72 
-381.24   -14.15   21.19    382.09 
-380.73   -13.92   19.07    381.46 
-380.02   -13.11   20.10    380.78 
-379.31   -12.31   21.12    380.10 
-378.60   -11.50   22.15    379.42 
-377.89   -10.70   23.17    378.75 
-377.89   -10.70   23.17    378.75 
-377.89   -10.70   23.17    378.75 
-377.89   -10.70   23.17    378.75 
-379.13   -9.29    16.07    379.58 
-379.13   -9.29    16.07    379.58 
-379.13   -9.29    16.07    379.58 
-379.13   -9.29    16.07    379.58 
-385.82   -16.71   27.21    387.14 
-385.82   -16.71   27.21    387.14 
-385.82   -16.71   27.21    387.14 
-385.82   -16.71   27.21    387.14 
-390.71   -14.20   23.52    391.67 
-389.37   -15.43   22.16    390.31 
-388.04   -16.66   20.81    388.95 
-386.71   -17.89   19.46    387.61 
-385.37   -19.12   18.11    386.27 
-385.37   -19.12   18.11    386.27 
-385.37   -19.12   18.11    386.27 
-385.37   -19.12   18.11    386.27 
-385.78   -13.19   15.66    386.32 
-385.61   -13.07   14.29    386.10 
-385.43   -12.94   12.92    385.86 
-385.26   -12.81   11.56    385.65 
-385.08   -12.68   10.19    385.42 
-385.08   -12.68   10.19    385.42 
-385.08   -12.68   10.19    385.42 
-385.08   -12.68   10.19    385.42 
-385.08   -18.38   17.62    385.92 
-385.08   -18.38   17.62    385.92 
-385.08   -18.38   17.62    385.92 
-385.08   -18.38   17.62    385.92 
-386.48   -27.13   28.73    388.49 
-386.48   -27.13   28.73    388.49 
-386.48   -27.13   28.73    388.49 
-386.48   -27.13   28.73    388.49 
-391.87   -22.03   26.79    393.40 
-390.50   -21.69   28.27    392.12 
-389.14   -21.36   29.74    390.86 
-387.78   -21.02   31.21    389.60 
-386.41   -20.68   32.68    388.34 
-385.95   -20.56   31.90    387.81 
-385.50   -20.43   31.12    387.29 
-385.04   -20.30   30.34    386.77 
-384.58   -20.17   29.56    386.24 
-384.58   -20.17   29.56    386.24 
-384.58   -20.17   29.56    386.24 
-384.58   -20.17   29.56    386.24 
-389.29   -22.70   29.94    391.10 
-388.92   -21.47   30.50    390.70 
-388.55   -20.24   31.06    390.31 
-388.18   -19.01   31.62    389.93 
-385.24   -28.85   37.88    388.17 
-384.59   -31.61   39.31    387.88 
-383.95   -34.38   40.73    387.63 
-383.30   -37.15   42.16    387.40 
-382.66   -39.91   43.58    387.20 
-382.66   -39.91   43.58    387.20 
-382.66   -39.91   43.58    387.20 
-382.66   -39.91   43.58    387.20 
-382.66   -39.91   43.58    387.20 
-382.66   -39.91   43.58    387.20 
-382.66   -39.91   43.58    387.20 
-382.66   -39.91   43.58    387.20 
-385.80   -23.35   36.24    388.20 
-385.80   -23.35   36.24    388.20 
-385.80   -23.35   36.24    388.20 
-385.80   -23.35   36.24    388.20 
-390.12   -49.27   44.61    395.74 
-389.46   -43.97   44.40    394.44 
-388.81   -38.67   44.18    393.22 
-388.15   -33.37   43.97    392.06 
-387.50   -28.08   43.76    390.97 
-387.50   -28.08   43.76    390.97 
-387.50   -28.08   43.76    390.97 
-387.50   -28.08   43.76    390.97 
-394.84   -39.79   35.76    398.45 
-394.74   -37.67   32.96    397.90 
-394.65   -35.54   30.16    397.39 
-394.56   -33.42   27.35    396.92 
-394.46   -31.30   24.56    396.46 
-393.82   -25.73   26.84    395.57 
-393.19   -20.16   29.13    394.78 
-392.55   -14.59   31.42    394.08 
-391.91   -9.02    33.70    393.46 
-391.91   -9.02    33.70    393.46 
-391.91   -9.02    33.70    393.46 
-391.91   -9.02    33.70    393.46 
-396.70    2.88    31.83    397.99 
-396.70    2.88    31.83    397.99 
-396.70    2.88    31.83    397.99 
-396.70    2.88    31.83    397.99 
-399.73   -1.20    26.00    400.58 
-399.73   -1.20    26.00    400.58 
-399.73   -1.20    26.00    400.58 
-399.73   -1.20    26.00    400.58 
-406.26   -14.44    5.57    406.55 
-406.26   -14.44    5.57    406.55 
-406.26   -14.44    5.57    406.55 
-406.26   -14.44    5.57    406.55 
-410.97   -26.56    4.44    411.85 
-410.97   -26.56    4.44    411.85 
-410.97   -26.56    4.44    411.85 
-410.97   -26.56    4.44    411.85 
-414.93   -33.78   -5.48    416.34 
-414.93   -33.78   -5.48    416.34 
-414.93   -33.78   -5.48    416.34 
-414.93   -33.78   -5.48    416.34 
-414.14   -60.66   -4.36    418.58 
-410.99   -53.22   -5.38    414.46 
-407.84   -45.77   -6.39    410.45 
-404.69   -38.33   -7.41    406.57 
-401.54   -30.89   -8.43    402.81 
-401.54   -30.89   -8.43    402.81 
-401.54   -30.89   -8.43    402.81 
-401.54   -30.89   -8.43    402.81 
-410.54   -18.22    0.50    410.94 
-409.95   -7.60     4.34    410.04 
-409.36    3.01     8.18    409.45 
-408.77   13.63    12.03    409.17 
-408.18   24.25    15.87    409.21 
-408.18   24.25    15.87    409.21 
-408.18   24.25    15.87    409.21 
-408.18   24.25    15.87    409.21 
-409.49   52.25    32.54    414.09 
-409.49   52.25    32.54    414.09 
-409.49   52.25    32.54    414.09 
-409.49   52.25    32.54    414.09 
-426.64   36.51     0.56    428.20 
-425.65   38.03     3.33    427.36 
-424.66   39.55     6.09    426.54 
-423.68   41.07     8.86    425.76 
-422.69   42.59    11.62    424.99 
-421.99   43.62     8.90    424.33 
-421.29   44.66     6.18    423.70 
-420.60   45.69     3.46    423.09 
-419.90   46.73     0.73    422.49 
-419.36   46.19     0.95    421.90 
-418.82   45.66     1.17    421.30 
-418.27   45.12     1.38    420.70 
-417.73   44.58     1.60    420.11 
-417.43   45.56     2.02    419.91 
-417.13   46.53     2.44    419.72 
-416.82   47.51     2.86    419.53 
-416.52   48.48     3.28    419.34 
-416.52   48.48     3.28    419.34 
-416.52   48.48     3.28    419.34 
-416.52   48.48     3.28    419.34 
-418.49   49.93     8.63    421.55 
-418.49   49.93     8.63    421.55 
-418.49   49.93     8.63    421.55 
-418.49   49.93     8.63    421.55 
-424.91   50.19     8.57    427.95 
-422.06   50.02    11.09    425.16 
-419.20   49.86    13.62    422.37 
-416.35   49.69    16.14    419.62 
-413.50   49.53    18.66    416.87 
-413.64   48.51    17.21    416.83 
-413.77   47.50    15.76    416.79 
-413.90   46.49    14.31    416.75 
-414.04   45.47    12.86    416.73 
-414.04   45.47    12.86    416.73 
-414.04   45.47    12.86    416.73 
-414.04   45.47    12.86    416.73 
-414.36   42.57    28.56    417.52 
-414.36   42.57    28.56    417.52 
-414.36   42.57    28.56    417.52 
-414.36   42.57    28.56    417.52 
-418.44   53.09    -0.46    421.79 
-417.28   52.44     1.36    420.56 
-416.12   51.79     3.18    419.34 
-414.96   51.15     5.01    418.13 
-413.80   50.50     6.83    416.93 
-413.80   50.50     6.83    416.93 
-413.80   50.50     6.83    416.93 
-413.80   50.50     6.83    416.93 
-417.80   54.23     8.50    421.39 
-417.38   54.88     8.13    421.05 
-416.96   55.54     7.77    420.71 
-416.54   56.19     7.40    420.38 
-417.79   66.17    16.11    423.30 
-417.37   63.84    13.84    422.45 
-416.96   61.51    11.57    421.63 
-416.54   59.18     9.30    420.83 
-416.12   56.85     7.03    420.04 
-415.70   54.52     4.76    419.29 
-415.29   52.19     2.49    418.56 
-414.87   49.86     0.22    417.86 
-414.45   47.53    -2.05    417.17 
-414.45   47.53    -2.05    417.17 
-414.45   47.53    -2.05    417.17 
-414.45   47.53    -2.05    417.17 
-420.49   53.04    -5.46    423.86 
-420.49   53.04    -5.46    423.86 
-420.49   53.04    -5.46    423.86 
-420.49   53.04    -5.46    423.86 
-425.97   50.29    -11.88   429.09 
-423.68   50.13    -12.99   426.83 
-421.38   49.97    -14.10   424.57 
-419.09   49.81    -15.21   422.31 
-416.80   49.65    -16.32   420.06 
-416.27   50.57    -13.44   419.55 
-415.74   51.50    -10.56   419.05 
-415.22   52.43    -7.67    418.59 
-414.69   53.35    -4.79    418.14 
-414.69   53.35    -4.79    418.14 
-414.69   53.35    -4.79    418.14 
-414.69   53.35    -4.79    418.14 
-421.24   49.30    -10.99   424.26 
-421.09   50.04    -10.76   424.19 
-420.95   50.78    -10.52   424.13 
-420.81   51.52    -10.29   424.08 
-420.67   52.26    -10.05   424.02 
-419.27   51.65    -10.53   422.57 
-417.88   51.04    -11.00   421.13 
-416.48   50.43    -11.47   419.68 
-415.08   49.82    -11.95   418.23 
-415.08   49.82    -11.95   418.23 
-415.08   49.82    -11.95   418.23 
-415.08   49.82    -11.95   418.23 
-422.92   57.36    -24.17   427.48 
-419.34   55.78    -19.62   423.49 
-415.76   54.19    -15.07   419.55 
-412.17   52.61    -10.51   415.65 
-408.59   51.03    -5.96    411.81 
-408.59   51.03    -5.96    411.81 
-408.59   51.03    -5.96    411.81 
-408.59   51.03    -5.96    411.81 
-414.68   43.88    -13.55   417.22 
-414.68   43.88    -13.55   417.22 
-414.68   43.88    -13.55   417.22 
-414.68   43.88    -13.55   417.22 
-420.58   51.08    -22.69   424.28 
-418.92   49.81    -21.22   422.40 
-417.26   48.54    -19.75   420.54 
-415.60   47.28    -18.28   418.68 
-413.94   46.01    -16.82   416.83 
-413.94   46.01    -16.82   416.83 
-413.94   46.01    -16.82   416.83 
-413.94   46.01    -16.82   416.83 
-420.35   56.47    -11.25   424.28 
-420.35   56.47    -11.25   424.28 
-420.35   56.47    -11.25   424.28 
-420.35   56.47    -11.25   424.28 
-425.26   64.92    -13.79   430.41 
-424.23   62.54    -14.67   429.07 
-423.20   60.17    -15.55   427.74 
-422.17   57.79    -16.43   426.42 
-421.14   55.42    -17.31   425.12 
-421.14   55.42    -17.31   425.12 
-421.14   55.42    -17.31   425.12 
-421.14   55.42    -17.31   425.12 
-422.93   62.84    -24.25   428.26 
-422.93   62.84    -24.25   428.26 
-422.93   62.84    -24.25   428.26 
-422.93   62.84    -24.25   428.26 
-432.08   62.20    -23.66   437.17 
-431.28   62.49    -22.32   436.35 
-430.48   62.78    -20.97   435.54 
-429.68   63.08    -19.62   434.73 
-428.88   63.37    -18.28   433.92 
-425.40   62.42    -16.22   430.26 
-421.93   61.48    -14.17   426.62 
-418.45   60.54    -12.12   422.98 
-414.98   59.60    -10.07   419.36 
-414.71   55.06    -9.64    418.46 
-414.45   50.51    -9.21    417.62 
-414.19   45.97    -8.78    416.83 
-413.92   41.43    -8.35    416.07 
-413.92   41.43    -8.35    416.07 
-413.92   41.43    -8.35    416.07 
-413.92   41.43    -8.35    416.07 
-419.20   29.73    -27.24   421.13 
-417.73   31.09    -24.45   419.60 
-416.27   32.46    -21.67   418.10 
-414.80   33.82    -18.89   416.60 
-413.34   35.19    -16.11   415.15 
-413.34   35.19    -16.11   415.15 
-413.34   35.19    -16.11   415.15 
-413.34   35.19    -16.11   415.15 
-416.09   35.41    -17.71   417.97 
-416.09   35.41    -17.71   417.97 
-416.09   35.41    -17.71   417.97 
-416.09   35.41    -17.71   417.97 
-414.93   50.20    -13.27   418.17 
-414.93   50.20    -13.27   418.17 
-414.93   50.20    -13.27   418.17 
-414.93   50.20    -13.27   418.17 
-415.79   48.53    -17.61   418.98 
-413.90   44.65    -19.39   416.75 
-412.00   40.78    -21.18   414.55 
-410.11   36.90    -22.96   412.41 
-408.22   33.03    -24.75   410.30 
-408.22   33.03    -24.75   410.30 
-408.22   33.03    -24.75   410.30 
-408.22   33.03    -24.75   410.30 
-413.75   38.12    -15.32   415.78 
-413.31   37.71    -16.70   415.36 
-412.86   37.31    -18.07   414.94 
-412.42   36.91    -19.45   414.52 
-411.98   36.50    -20.83   414.12 
-411.98   36.50    -20.83   414.12 
-411.98   36.50    -20.83   414.12 
-411.98   36.50    -20.83   414.12 
-425.89   53.52    -14.84   429.50 
-424.12   50.86    -15.38   427.44 
-422.35   48.19    -15.92   425.39 
-420.58   45.52    -16.46   423.36 
-418.81   42.86    -17.00   421.34 
-417.04   40.19    -17.54   419.34 
-415.26   37.53    -18.07   417.34 
-413.49   34.86    -18.61   415.37 
-411.72   32.20    -19.15   413.42 
-411.72   32.20    -19.15   413.42 
-411.72   32.20    -19.15   413.42 
-411.72   32.20    -19.15   413.42 
-415.18   51.40    -10.93   418.49 
-415.18   51.40    -10.93   418.49 
-415.18   51.40    -10.93   418.49 
-415.18   51.40    -10.93   418.49 
-418.32   52.48    -15.36   421.88 
-418.32   52.48    -15.36   421.88 
-418.32   52.48    -15.36   421.88 
-418.32   52.48    -15.36   421.88 
-421.22   50.37    -14.33   424.46 
-419.63   49.52    -13.48   422.76 
-418.03   48.67    -12.64   421.04 
-416.44   47.81    -11.79   419.34 
-414.85   46.96    -10.95   417.64 
-413.14   46.71    -13.52   415.99 
-411.42   46.46    -16.10   414.35 
-409.71   46.20    -18.67   412.73 
-408.00   45.95    -21.25   411.13 
-408.00   45.95    -21.25   411.13 
-408.00   45.95    -21.25   411.13 
-408.00   45.95    -21.25   411.13 
-411.46   47.18    -18.11   414.55 
-411.46   47.18    -18.11   414.55 
-411.46   47.18    -18.11   414.55 
-411.46   47.18    -18.11   414.55 
-413.73   40.00    -22.73   416.28 
-413.73   40.00    -22.73   416.28 
-413.73   40.00    -22.73   416.28 
-413.73   40.00    -22.73   416.28 
-416.34   35.29    -29.67   418.89 
-415.97   35.79    -29.05   418.52 
-415.60   36.28    -28.42   418.15 
-415.23   36.78    -27.80   417.78 
-414.86   37.27    -27.18   417.42 
-413.56   37.86    -27.81   416.22 
-412.25   38.44    -28.45   415.01 
-410.95   39.02    -29.09   413.82 
-409.64   39.60    -29.72   412.62 
-409.64   39.60    -29.72   412.62 
-409.64   39.60    -29.72   412.62 
-409.64   39.60    -29.72   412.62 
-411.59   37.82    -28.74   414.32 
-409.76   35.41    -30.62   412.43 
-407.93   32.99    -32.50   410.55 
-406.10   30.58    -34.39   408.70 
-404.27   28.16    -36.27   406.87 
-404.27   28.16    -36.27   406.87 
-404.27   28.16    -36.27   406.87 
-404.27   28.16    -36.27   406.87 
-413.32   30.67    -31.83   415.68 
-413.32   30.67    -31.83   415.68 
-413.32   30.67    -31.83   415.68 
-413.32   30.67    -31.83   415.68 
-417.33   20.52    -23.33   418.48 
-417.20   19.72    -24.57   418.39 
-417.08   18.91    -25.82   418.31 
-416.96   18.10    -27.06   418.23 
-416.84   17.29    -28.31   418.16 
-415.55   14.25    -26.41   416.63 
-414.26   11.21    -24.51   415.14 
-412.96    8.17    -22.60   413.66 
-411.67    5.14    -20.70   412.22 
-411.67    5.14    -20.70   412.22 
-411.67    5.14    -20.70   412.22 
-411.67    5.14    -20.70   412.22 
-412.01    6.04    -22.95   412.69 
-412.01    6.04    -22.95   412.69 
-412.01    6.04    -22.95   412.69 
-412.01    6.04    -22.95   412.69 
-412.22    0.01    -24.28   412.93 
-411.78    0.36    -23.67   412.46 
-411.34    0.70    -23.06   411.99 
-410.90    1.05    -22.45   411.51 
-410.46    1.39    -21.84   411.04 
-410.46    1.39    -21.84   411.04 
-410.46    1.39    -21.84   411.04 
-410.46    1.39    -21.84   411.04 
-412.72   -0.36    -22.19   413.32 
-412.72   -0.36    -22.19   413.32 
-412.72   -0.36    -22.19   413.32 
-412.72   -0.36    -22.19   413.32 
-413.63    4.91    -18.58   414.08 
-413.63    4.91    -18.58   414.08 
-413.63    4.91    -18.58   414.08 
-413.63    4.91    -18.58   414.08 
-414.62   10.54    -19.37   415.21 
-414.09   11.41    -20.22   414.74 
-413.56   12.27    -21.06   414.28 
-413.03   13.14    -21.91   413.82 
-412.50   14.00    -22.76   413.36 
-412.50   14.00    -22.76   413.36 
-412.50   14.00    -22.76   413.36 
-412.50   14.00    -22.76   413.36 
-415.02   15.21    -14.90   415.57 
-414.60   14.28    -15.66   415.14 
-414.18   13.35    -16.43   414.72 
-413.76   12.43    -17.19   414.30 
-413.34   11.50    -17.95   413.89 
-413.34   11.50    -17.95   413.89 
-413.34   11.50    -17.95   413.89 
-413.34   11.50    -17.95   413.89 
-416.19   12.51    -21.70   416.94 
-416.15   12.68    -21.89   416.92 
-416.10   12.86    -22.08   416.88 
-416.05   13.03    -22.27   416.85 
-416.01   13.20    -22.45   416.82 
-416.01   13.20    -22.45   416.82 
-416.01   13.20    -22.45   416.82 
-416.01   13.20    -22.45   416.82 
-418.42   12.17    -24.08   419.29 
-418.42   12.17    -24.08   419.29 
-418.42   12.17    -24.08   419.29 
-418.42   12.17    -24.08   419.29 
-421.44   10.38    -24.90   422.30 
-421.44   10.38    -24.90   422.30 
-421.44   10.38    -24.90   422.30 
-421.44   10.38    -24.90   422.30 
-421.44   10.38    -24.90   422.30 
-421.44   10.38    -24.90   422.30 
-421.44   10.38    -24.90   422.30 
-421.44   10.38    -24.90   422.30 
-423.83    8.19    -26.12   424.71 
-423.54    7.87    -25.04   424.35 
-423.26    7.54    -23.96   424.00 
-422.98    7.21    -22.88   423.66 
-422.69    6.89    -21.80   423.31 
-421.85    6.96    -21.34   422.45 
-421.01    7.04    -20.89   421.59 
-420.16    7.11    -20.44   420.72 
-419.32    7.18    -19.98   419.86 
-419.03    9.01    -16.73   419.46 
-418.75   10.84    -13.49   419.11 
-418.47   12.67    -10.24   418.79 
-418.18   14.50    -6.99    418.49 
-417.80   12.54    -7.93    418.06 
-417.41   10.57    -8.88    417.64 
-417.03    8.61    -9.83    417.23 
-416.64    6.64    -10.77   416.83 
-416.64    6.64    -10.77   416.83 
-416.64    6.64    -10.77   416.83 
-416.64    6.64    -10.77   416.83 
-420.23   -5.04    -11.18   420.41 
-418.88   -1.33    -9.49    418.99 
-417.53    2.39    -7.80    417.61 
-416.18    6.10    -6.11    416.27 
-414.84    9.81    -4.42    414.98 
-414.84    9.81    -4.42    414.98 
-414.84    9.81    -4.42    414.98 
-414.84    9.81    -4.42    414.98 
-417.08   13.30    -18.19   417.69 
-416.97   14.02    -17.01   417.55 
-416.86   14.74    -15.83   417.42 
-416.75   15.47    -14.64   417.29 
-416.64   16.19    -13.46   417.17 
-416.64   16.19    -13.46   417.17 
-416.64   16.19    -13.46   417.17 
-416.64   16.19    -13.46   417.17 
-418.64   13.84    -16.51   419.19 
-417.05   12.15    -17.07   417.58 
-415.47   10.45    -17.63   415.98 
-413.89    8.76    -18.19   414.38 
-412.31    7.07    -18.75   412.80 
-412.31    7.07    -18.75   412.80 
-412.31    7.07    -18.75   412.80 
-412.31    7.07    -18.75   412.80 
-415.29   14.07    -17.07   415.88 
-415.26   14.25    -17.10   415.86 
-415.24   14.42    -17.13   415.84 
-415.21   14.60    -17.16   415.82 
-415.19   14.77    -17.19   415.81 
-415.19   14.77    -17.19   415.81 
-415.19   14.77    -17.19   415.81 
-415.19   14.77    -17.19   415.81 
-415.47   17.96    -17.49   416.23 
-415.47   17.96    -17.49   416.23 
-415.47   17.96    -17.49   416.23 
-415.47   17.96    -17.49   416.23 
-416.90   13.59    -20.30   417.62 
-416.90   13.59    -20.30   417.62 
-416.90   13.59    -20.30   417.62 
-416.90   13.59    -20.30   417.62 
-417.59   12.35    -18.76   418.19 
-417.59   12.35    -18.76   418.19 
-417.59   12.35    -18.76   418.19 
-417.59   12.35    -18.76   418.19 
-420.85   14.38    -16.97   421.44 
-420.85   14.38    -16.97   421.44 
-420.85   14.38    -16.97   421.44 
-420.85   14.38    -16.97   421.44 
-422.22   11.09    -20.12   422.84 
-420.64   12.86    -19.13   421.27 
-419.07   14.62    -18.13   419.72 
-417.50   16.39    -17.14   418.17 
-415.92   18.16    -16.15   416.63 
-415.92   18.16    -16.15   416.63 
-415.92   18.16    -16.15   416.63 
-415.92   18.16    -16.15   416.63 
-420.48   15.88    -17.71   421.15 
-420.48   15.88    -17.71   421.15 
-420.48   15.88    -17.71   421.15 
-420.48   15.88    -17.71   421.15 
-422.40    9.73    -22.19   423.09 
-421.33   11.91    -20.84   422.01 
-420.26   14.09    -19.49   420.95 
-419.19   16.27    -18.14   419.90 
-418.11   18.45    -16.78   418.85 
-418.11   18.45    -16.78   418.85 
-418.11   18.45    -16.78   418.85 
-418.11   18.45    -16.78   418.85 
-419.44   15.99    -19.04   420.18 
-419.06   15.03    -18.65   419.74 
-418.68   14.07    -18.26   419.31 
-418.30   13.11    -17.88   418.89 
-417.92   12.15    -17.49   418.46 
-417.92   12.15    -17.49   418.46 
-417.92   12.15    -17.49   418.46 
-417.92   12.15    -17.49   418.46 
-420.91   13.87    -13.81   421.36 
-420.57   13.00    -14.63   421.03 
-420.23   12.13    -15.45   420.69 
-419.88   11.25    -16.27   420.35 
-419.54   10.38    -17.09   420.02 
-419.54   10.38    -17.09   420.02 
-419.54   10.38    -17.09   420.02 
-419.54   10.38    -17.09   420.02 
-420.09   12.00    -12.90   420.46 
-420.09   12.00    -12.90   420.46 
-420.09   12.00    -12.90   420.46 
-420.09   12.00    -12.90   420.46 
-420.83    9.51    -17.11   421.29 
-419.59    9.55    -16.42   420.02 
-418.36    9.59    -15.73   418.77 
-417.13    9.63    -15.04   417.51 
-415.90    9.68    -14.35   416.26 
-415.90    9.68    -14.35   416.26 
-415.90    9.68    -14.35   416.26 
-415.90    9.68    -14.35   416.26 
-426.03    0.42    -26.85   426.88 
-425.34    1.87    -24.88   426.07 
-424.64    3.32    -22.91   425.27 
-423.94    4.76    -20.93   424.48 
-423.25    6.21    -18.96   423.72 
-422.55    7.66    -16.99   422.96 
-421.86    9.11    -15.02   422.23 
-421.16   10.55    -13.05   421.49 
-420.46   12.00    -11.07   420.78 
-419.08   12.94    -11.01   419.42 
-417.70   13.88    -10.95   418.07 
-416.32   14.82    -10.89   416.73 
-414.94   15.76    -10.83   415.38 
-414.11   14.70    -11.34   414.53 
-413.29   13.64    -11.85   413.68 
-412.46   12.58    -12.37   412.84 
-411.63   11.52    -12.88   411.99 
-409.15   13.85    -9.93    409.50 
-406.67   16.18    -6.97    407.05 
-404.18   18.52    -4.01    404.62 
-401.70   20.85    -1.06    402.24 
-401.70   20.85    -1.06    402.24 
-401.70   20.85    -1.06    402.24 
-401.70   20.85    -1.06    402.24 
-404.34   15.16    -5.68    404.66 
-404.34   15.16    -5.68    404.66 
-404.34   15.16    -5.68    404.66 
-404.34   15.16    -5.68    404.66 
-407.52   12.31    -1.57    407.71 
-407.52   12.31    -1.57    407.71 
-407.52   12.31    -1.57    407.71 
-407.52   12.31    -1.57    407.71 
-409.75   11.30    -5.75    409.95 
-409.48   12.57    -7.73    409.75 
-409.22   13.83    -9.71    409.57 
-408.95   15.09    -11.69   409.40 
-408.69   16.35    -13.67   409.25 
-408.69   16.35    -13.67   409.25 
-408.69   16.35    -13.67   409.25 
-408.69   16.35    -13.67   409.25 
-409.55   16.43    -9.07    409.98 
-409.43   14.88    -9.80    409.82 
-409.31   13.32    -10.53   409.66 
-409.18   11.77    -11.26   409.50 
-409.06   10.21    -11.99   409.36 
-409.06   10.21    -11.99   409.36 
-409.06   10.21    -11.99   409.36 
-409.06   10.21    -11.99   409.36 
-412.43   13.51    -10.46   412.78 
-412.27   12.79    -10.93   412.61 
-412.11   12.08    -11.40   412.44 
-411.95   11.36    -11.88   412.28 
-411.80   10.64    -12.35   412.12 
-411.55   11.49    -11.93   411.88 
-411.30   12.34    -11.51   411.65 
-411.05   13.19    -11.09   411.41 
-410.81   14.04    -10.67   411.19 
-410.58   14.51    -10.57   410.97 
-410.35   14.98    -10.47   410.76 
-410.13   15.44    -10.36   410.55 
-409.90   15.91    -10.26   410.34 
-409.90   15.91    -10.26   410.34 
-409.90   15.91    -10.26   410.34 
-409.90   15.91    -10.26   410.34 
-409.97   15.12    -13.89   410.48 
-408.78   15.57    -11.03   409.23 
-407.58   16.02    -8.17    407.98 
-406.38   16.47    -5.31    406.75 
-405.19   16.92    -2.45    405.55 
-405.19   16.92    -2.45    405.55 
-405.19   16.92    -2.45    405.55 
-405.19   16.92    -2.45    405.55 
-406.87   15.36    -0.90    407.16 
-406.87   15.36    -0.90    407.16 
-406.87   15.36    -0.90    407.16 
-406.87   15.36    -0.90    407.16 
-408.60   16.57    -0.89    408.94 
-408.60   16.57    -0.89    408.94 
-408.60   16.57    -0.89    408.94 
-408.60   16.57    -0.89    408.94 
-410.92   17.66     4.50    411.32 
-410.80   15.33     3.25    411.10 
-410.69   13.00     2.01    410.90 
-410.58   10.67     0.76    410.72 
-410.47    8.34    -0.48    410.55 
-410.47    8.34    -0.48    410.55 
-410.47    8.34    -0.48    410.55 
-410.47    8.34    -0.48    410.55 
-412.19   10.68    -2.47    412.34 
-412.19   10.68    -2.47    412.34 
-412.19   10.68    -2.47    412.34 
-412.19   10.68    -2.47    412.34 
-413.14   13.21     0.62    413.35 
-412.72   12.42    -0.52    412.91 
-412.30   11.62    -1.66    412.47 
-411.87   10.83    -2.80    412.02 
-411.45   10.04    -3.94    411.59 
-411.45   10.04    -3.94    411.59 
-411.45   10.04    -3.94    411.59 
-411.45   10.04    -3.94    411.59 
-412.35   11.61    -5.46    412.55 
-412.03   12.29    -4.68    412.24 
-411.72   12.97    -3.91    411.94 
-411.40   13.64    -3.14    411.64 
-411.09   14.32    -2.37    411.35 
-411.09   14.32    -2.37    411.35 
-411.09   14.32    -2.37    411.35 
-411.09   14.32    -2.37    411.35 
-417.17    4.77    -12.77   417.39 
-416.84    6.75    -11.27   417.05 
-416.51    8.73    -9.78    416.72 
-416.18   10.72    -8.29    416.40 
-415.85   12.70    -6.80    416.10 
-415.85   12.70    -6.80    416.10 
-415.85   12.70    -6.80    416.10 
-415.85   12.70    -6.80    416.10 
-421.68    5.12    -6.95    421.77 
-419.87    6.43    -7.43    419.98 
-418.05    7.74    -7.91    418.20 
-416.24    9.06    -8.38    416.42 
-414.02    9.63    -6.78    414.19 
-413.92    9.44    -6.26    414.07 
-413.82    9.26    -5.74    413.96 
-413.72    9.07    -5.22    413.85 
-414.29    3.70    -7.49    414.37 
-414.12    5.00    -6.80    414.21 
-413.95    6.30    -6.10    414.04 
-413.78    7.59    -5.40    413.88 
-413.62    8.89    -4.70    413.74 
-413.45   10.19    -4.00    413.59 
-413.28   11.48    -3.31    413.45 
-413.11   12.78    -2.61    413.32 
-412.94   14.07    -1.91    413.18 
-412.94   14.07    -1.91    413.18 
-412.94   14.07    -1.91    413.18 
-412.94   14.07    -1.91    413.18 
-414.77    4.26    -6.84    414.85 
-414.77    4.26    -6.84    414.85 
-414.77    4.26    -6.84    414.85 
-414.77    4.26    -6.84    414.85 
-416.05    6.66    -5.57    416.14 
-415.90    6.88    -4.84    415.99 
-415.75    7.10    -4.10    415.83 
-415.60    7.32    -3.37    415.68 
-415.45    7.54    -2.63    415.53 
-415.45    7.54    -2.63    415.53 
-415.45    7.54    -2.63    415.53 
-415.45    7.54    -2.63    415.53 
-416.10    1.49    -9.96    416.22 
-416.10    1.49    -9.96    416.22 
-416.10    1.49    -9.96    416.22 
